Entry,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,Vertebrata,Mammalia,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
ENSP00000378641,0,0,0,0.333333333,0,0.333333333,0.333333333,0,Eumetazoa,3,1,1.098612289,6.5,,FALSE
ENSP00000379707,0,0,0,0,0,0,0.125,0.875,Mammalia,8,0,0.376770161,1.785714286,0.5,FALSE
ENSP00000379747,0,0,0,0,0,0,0,1,Mammalia,9,0,0,0,0,FALSE
ENSP00000379948,0,0,0,0,0,0,0,1,Mammalia,1,1,0,12,,FALSE
ENSP00000379992,0,0,0,0,0,0,0,1,Mammalia,9,0,0,2.666666667,0.8625,FALSE
ENSP00000380055,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000380255,0.3,0,0.5,0.2,0,0,0,0,Euk+Bac,10,0,1.029653014,0.911111111,-0.011904762,TRUE
ENSP00000380374,0,0,0,0,0,0.1,0,0.9,Mammalia,10,2,0.325082973,4.818181818,-0.333333333,FALSE
ENSP00000380380,0,0,0,0,1,0,0,0,Opisthokonta,1,1,0,0,,FALSE
ENSP00000380388,0,0,0,0,0,0,0,1,Mammalia,1,1,0,8,,FALSE
ENSP00000380501,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000380580,0,0,0,0,0,1,0,0,Eumetazoa,1,1,0,5,,FALSE
ENSP00000380660,0,0,0,0.333333333,0.083333333,0.083333333,0,0.5,Mammalia,12,0,1.126928795,8.590909091,4.444444444,FALSE
ENSP00000380830,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000380862,0,0,0,0,0,0.090909091,0,0.909090909,Mammalia,11,1,0.304636097,3.666666667,-0.488888889,FALSE
ENSP00000380994,0,0,0,0,0,0,0,1,Mammalia,3,0,0,0,0,FALSE
ENSP00000381127,0,0,0,0,0,0,0,1,Mammalia,11,1,0,2.909090909,0.2,FALSE
ENSP00000381142,0,0,0,0,0,0.272727273,0,0.727272727,Mammalia,11,1,0.585952618,4.924242424,0.288888889,FALSE
ENSP00000381143,0,0,0,0,0,0.6,0,0.4,Eumetazoa,10,0,0.673011667,6.2,-0.428571429,FALSE
ENSP00000381147,0,0,0,0,0,0,0,1,Mammalia,12,0,0,0.606060606,0.133333333,FALSE
ENSP00000381319,0,0,0,0,0,0.090909091,0.090909091,0.818181818,Mammalia,11,1,0.600166073,4.984848485,1.5,FALSE
ENSP00000381320,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000381321,0,0,0,0,0,0,0,1,Mammalia,4,0,0,0,0,FALSE
ENSP00000381422,0,1,0,0,0,0,0,0,Euk_Archaea,1,1,0,1,,FALSE
ENSP00000381423,0,0,0,0,0,0,0,1,Mammalia,1,1,0,13,,FALSE
ENSP00000381534,0,0,0,0,0.4,0.4,0.2,0,Opisthokonta,5,0,1.054920168,2.6,-0.666666667,FALSE
ENSP00000381606,0,0,0,0,0.1,0.1,0.1,0.7,Mammalia,10,1,0.940447989,6.4,2.786666667,FALSE
ENSP00000381618,0,0,0,0,0,1,0,0,Eumetazoa,1,1,0,2,,FALSE
ENSP00000381661,0,0,0,0,0,0,0,1,Mammalia,9,0,0,0,0,FALSE
ENSP00000381675,0,0,0,1,0,0,0,0,Eukaryota,1,1,0,0,,FALSE
ENSP00000381697,0,0,0,0,1,0,0,0,Opisthokonta,1,1,0,2,,FALSE
ENSP00000381813,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000381903,0,0.25,0,0.25,0,0,0,0.5,Mammalia,12,0,1.039720771,9.545454545,16.4,FALSE
ENSP00000381926,0,0,0,0,0,0,0,1,Mammalia,11,1,0,1.878787879,0.388888889,FALSE
ENSP00000382027,0,0,0,0,0,0,0,1,Mammalia,3,0,0,0,0,FALSE
ENSP00000382036,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
ENSP00000382076,0,0,0,0,0,0,0,1,Mammalia,11,1,0,2.242424242,0.2,FALSE
ENSP00000382093,0,0,0,0,0,0,0,1,Mammalia,4,0,0,0,0,FALSE
ENSP00000382107,0,0,0,0,0,0,0,1,Mammalia,10,0,0,0.355555556,-0.08,FALSE
ENSP00000382160,0,0,0,0,0,1,0,0,Eumetazoa,2,0,0,1,,FALSE
ENSP00000382186,0,0,0,0,0,0.583333333,0,0.416666667,Eumetazoa,12,0,0.679193266,5.636363636,1.655555556,FALSE
ENSP00000382212,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
ENSP00000382270,0,0,0,0,0,0,0,1,Mammalia,1,1,0,5,,FALSE
ENSP00000382280,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000382415,0,0,0,0,0,0,0,1,Mammalia,1,1,0,16,,FALSE
ENSP00000382455,0,0,0,0,0,0,0,1,Mammalia,1,1,0,8,,FALSE
ENSP00000382486,0,0,0,0,0,0.25,0,0.75,Mammalia,12,0,0.562335145,3.757575758,2,FALSE
ENSP00000382606,0,0,0,0,0,0,0,1,Mammalia,2,0,0,2,,FALSE
ENSP00000382616,0,0,0,0,0,0.75,0,0.25,Eumetazoa,4,1,0.562335145,4.4,-2.75,FALSE
ENSP00000382679,0,0,0,0,0,0,1,0,Vertebrata,1,1,0,8,,FALSE
ENSP00000382699,0,0,0,0,0,1,0,0,Eumetazoa,2,1,0,5.333333333,8,FALSE
ENSP00000382709,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000382756,0,0,0,0,0,0,0,1,Mammalia,1,1,0,8,,FALSE
ENSP00000382758,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000382760,0,0,0,0.111111111,0.111111111,0.111111111,0.111111111,0.555555556,Mammalia,9,1,1.303092404,7.733333333,4.142857143,FALSE
ENSP00000382774,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000382846,0,0,0,0,0,0.583333333,0,0.416666667,Eumetazoa,12,0,0.679193266,5.954545455,2.055555556,FALSE
ENSP00000382849,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
ENSP00000382861,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000383050,0,0,0,0.285714286,0.142857143,0.285714286,0.142857143,0.142857143,Eumetazoa,7,1,1.549826046,5.928571429,5.035897436,FALSE
ENSP00000383161,0,0,0,0,0,0,0,1,Mammalia,8,2,0,3.311111111,0.74,FALSE
ENSP00000383186,0,0,0,0,0,1,0,0,Eumetazoa,2,1,0,4,,FALSE
ENSP00000383194,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000383283,0,0,0,0,0,0,0,1,Mammalia,4,0,0,0,0,FALSE
ENSP00000383299,0,0,0,0,0,0,0,1,Mammalia,9,0,0,0,0,FALSE
ENSP00000383347,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000383358,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000383399,0,0,0,0,0,0,0,1,Mammalia,6,0,0,0,0,FALSE
ENSP00000383435,0,0,0,0,0,0,0,1,Mammalia,12,0,0,0.409090909,0.2,FALSE
ENSP00000383515,0,0,0,0,0,0,1,0,Vertebrata,2,0,0,0,,FALSE
ENSP00000383520,0,0,0,0,0,0.6,0,0.4,Eumetazoa,5,1,0.673011667,6.466666667,,FALSE
ENSP00000383542,0,0,0,1,0,0,0,0,Eukaryota,1,1,0,2,,FALSE
ENSP00000383578,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000383639,0,0,0,0,0,1,0,0,Eumetazoa,4,1,0,1,,FALSE
ENSP00000383642,0,0,0,0,0,0,0,1,Mammalia,1,1,0,14,,FALSE
ENSP00000383646,0,0,0,0,0,0,1,0,Vertebrata,1,1,0,3,,FALSE
ENSP00000383683,0,0,0,0,0,0,0,1,Mammalia,9,0,0,0,0,FALSE
ENSP00000383788,0,0,0,0,0,0.090909091,0,0.909090909,Mammalia,11,1,0.304636097,3.454545455,0.711111111,FALSE
ENSP00000383838,0,0,0,0,0,0,0,1,Mammalia,3,0,0,0,0,FALSE
ENSP00000383875,0,0,0,1,0,0,0,0,Eukaryota,1,1,0,0,,FALSE
ENSP00000384147,0,0,0,0.538461538,0,0,0,0.461538462,Eukaryota,13,0,0.690185676,9,15.57936508,FALSE
ENSP00000384284,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
ENSP00000384482,0,0,0,0,0.25,0.25,0,0.5,Mammalia,8,1,1.039720771,7.611111111,2.675,FALSE
ENSP00000384646,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000384761,0,0,0,0,0,0,0.714285714,0.285714286,Vertebrata,7,0,0.598269589,2.666666667,3.5,FALSE
ENSP00000384793,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
ENSP00000384982,0,0,0,0.153846154,0,0.153846154,0.076923077,0.615384615,Mammalia,13,0,1.072016969,6.435897436,4.007936508,FALSE
ENSP00000385074,0,0,0,0,0,1,0,0,Eumetazoa,2,0,0,0,,FALSE
ENSP00000385761,0,0,0.444444444,0.111111111,0,0.222222222,0,0.222222222,Euk+Bac,9,0,1.273028337,7,7.333333333,FALSE
ENSP00000385877,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000387367,0,0,0,0,0,1,0,0,Eumetazoa,1,1,0,7,,FALSE
ENSP00000387520,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000387556,0,0,0,0,0,0,0,1,Mammalia,4,0,0,0.666666667,,FALSE
ENSP00000387698,0,0,0,0,0,0,1,0,Vertebrata,2,0,0,0,,FALSE
ENSP00000387804,0,0,0,0,0,0,0,1,Mammalia,3,0,0,0.666666667,1,FALSE
ENSP00000387845,0,0,0,0.111111111,0.111111111,0.555555556,0.222222222,0,Eumetazoa,9,1,1.149059697,3.511111111,-0.333333333,FALSE
ENSP00000387851,0.111111111,0,0,0.222222222,0,0.444444444,0,0.222222222,Eumetazoa,9,1,1.273028337,6.088888889,-1.28,FALSE
ENSP00000387917,0,0,0,0.8,0,0.2,0,0,Eukaryota,5,1,0.500402424,2.866666667,,FALSE
ENSP00000387940,0,0,0,0,0,0,0,1,Mammalia,4,0,0,0.666666667,,FALSE
ENSP00000387960,0,0,0,0,0,1,0,0,Eumetazoa,1,1,0,4,,FALSE
ENSP00000387992,0,0,0,0,1,0,0,0,Opisthokonta,2,1,0,2.666666667,4,FALSE
ENSP00000388046,0,0,0,0,0,0.142857143,0.571428571,0.285714286,Vertebrata,7,0,0.955699891,2.285714286,-0.354545455,FALSE
ENSP00000388079,0,0,0,0.777777778,0.111111111,0.111111111,0,0,Eukaryota,9,0,0.683738906,2.277777778,3.753246753,FALSE
ENSP00000388166,0,0,0,0,0,0.125,0.625,0.25,Vertebrata,8,0,0.900256051,3.035714286,1.6875,FALSE
ENSP00000388178,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
ENSP00000388274,0,0,0,0.285714286,0.142857143,0.285714286,0,0.285714286,Mammalia,7,0,1.351783994,7.523809524,-1.222222222,FALSE
ENSP00000388307,0,0,0,0,0,0.777777778,0.222222222,0,Eumetazoa,9,0,0.529706199,2.111111111,1.333333333,FALSE
ENSP00000388315,0,0,0,1,0,0,0,0,Eukaryota,1,1,0,2,,FALSE
ENSP00000388414,0,0,0,0.125,0.125,0.625,0,0.125,Eumetazoa,8,1,1.073542846,3.944444444,3.831168831,FALSE
ENSP00000388526,0,0,0,0,0,0,1,0,Vertebrata,2,0,0,0,,FALSE
ENSP00000388531,0,0,0,0,0,1,0,0,Eumetazoa,1,1,0,5,,FALSE
ENSP00000388672,0,0,0,0.5,0.166666667,0.333333333,0,0,Eukaryota,6,1,1.011404265,4,2.566666667,FALSE
ENSP00000388708,0,0,0,0,0,0,1,0,Vertebrata,1,0,0,None,,FALSE
ENSP00000388724,0,0,0,0,0,0,1,0,Vertebrata,1,0,0,None,,FALSE
ENSP00000388798,0,0,0,0,0.25,0.75,0,0,Eumetazoa,4,1,0.562335145,2.2,-1.166666667,FALSE
ENSP00000388818,0,0,0,0,0,0,0.875,0.125,Vertebrata,8,0,0.376770161,1.5,-0.291666667,FALSE
ENSP00000388831,0,0,0,0,0,0,1,0,Vertebrata,1,1,0,3,,FALSE
ENSP00000388857,0,0,0,0,0,0,0,1,Mammalia,2,0,0,1,,FALSE
ENSP00000388898,0,0,0,0,0.25,0.75,0,0,Eumetazoa,4,1,0.562335145,2.2,-1.166666667,FALSE
ENSP00000388913,0,0,0,0.111111111,0,0.111111111,0.555555556,0.222222222,Vertebrata,9,1,1.149059697,5.355555556,2.011904762,FALSE
ENSP00000388998,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000389077,0,0,0,0,0,0,1,0,Vertebrata,1,2,0,4,0,FALSE
ENSP00000389125,0,0,0,0.4,0,0,0,0.6,Mammalia,10,1,0.673011667,9.163636364,2.72,FALSE
ENSP00000389211,0,0,0,0,0.090909091,0,0.909090909,0,Vertebrata,11,2,0.304636097,3.076923077,-0.373015873,FALSE
ENSP00000389253,0,0,0,1,0,0,0,0,Eukaryota,1,1,0,2,,FALSE
ENSP00000389434,0,0,0,0,1,0,0,0,Opisthokonta,2,1,0,3.333333333,3.5,FALSE
ENSP00000389550,0,0,0,0,0,0,0,1,Mammalia,2,0,0,1,,FALSE
ENSP00000389593,0,0,0,0.5,0.5,0,0,0,Opisthokonta,2,1,0.693147181,2.666666667,1,FALSE
ENSP00000389636,0,0,0,0.5,0,0.5,0,0,Eumetazoa,2,1,0.693147181,5.333333333,,FALSE
ENSP00000389725,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000389773,0,0,0,0,0.333333333,0.333333333,0,0.333333333,Opisthokonta,3,1,1.098612289,8.666666667,8,FALSE
ENSP00000389912,0,0,0,0,0.1,0.9,0,0,Eumetazoa,10,0,0.325082973,1.466666667,-0.107142857,FALSE
ENSP00000389924,0,0,0.111111111,0.555555556,0.111111111,0.111111111,0.111111111,0,Eukaryota,9,0,1.303092404,3.944444444,-0.333333333,FALSE
ENSP00000389952,0,0,0,0,0.333333333,0.666666667,0,0,Eumetazoa,3,0,0.636514168,1.333333333,0.5,FALSE
ENSP00000389959,0,0,0,0,0,0.083333333,0,0.916666667,Mammalia,12,1,0.286835983,3.179487179,-0.027777778,FALSE
ENSP00000389977,0,0,0.75,0.125,0,0,0,0.125,Euk+Bac,8,0,0.73562194,4.857142857,17.14285714,TRUE
ENSP00000389987,0,0,0,0.222222222,0,0.444444444,0.222222222,0.111111111,Eumetazoa,9,1,1.273028337,5.022222222,2.011904762,FALSE
ENSP00000390412,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000390520,0,0,0,0.5,0,0,0,0.5,Mammalia,12,1,0.693147181,9.128205128,16.43650794,FALSE
ENSP00000390617,0,0,0,0,0,0,0,1,Mammalia,6,0,0,0,0,FALSE
ENSP00000390683,0,0,0,0,0,0,0.625,0.375,Vertebrata,8,1,0.661563238,4.666666667,-0.6,FALSE
ENSP00000390815,0,0,0,0,0,0,0,1,Mammalia,1,2,0,5.333333333,8,FALSE
ENSP00000390891,0,0,0,0,0,1,0,0,Eumetazoa,2,0,0,1,,FALSE
ENSP00000390918,0,0,0,0,0,1,0,0,Eumetazoa,7,0,0,0.571428571,0.054545455,FALSE
ENSP00000390974,0,0,0,0,0.1,0.3,0,0.6,Mammalia,10,1,0.897945725,5.563636364,0.52,FALSE
ENSP00000391019,0,0,0,0.625,0.375,0,0,0,Eukaryota,8,0,0.661563238,1.642857143,0.095238095,FALSE
ENSP00000391103,0,0,0,0,0,0,0,1,Mammalia,1,1,0,10,,FALSE
ENSP00000391622,0,0,0,0,0,0,1,0,Vertebrata,1,0,0,None,,FALSE
ENSP00000391689,0,0,0,0,0,0,1,0,Vertebrata,2,0,0,0,,FALSE
ENSP00000391741,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000391766,0,0,0,0,0,1,0,0,Eumetazoa,1,1,0,10,,FALSE
ENSP00000391862,0,0,0,0,0,0,0,1,Mammalia,1,1,0,10,,FALSE
ENSP00000391959,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000391968,0,0,0,0,0,0,0,1,Mammalia,10,2,0,4.954545455,-0.633333333,FALSE
ENSP00000392121,0,0,0,0,0,0.5,0.5,0,Eumetazoa,2,1,0.693147181,7.333333333,,FALSE
ENSP00000392127,0.333333333,0,0.333333333,0,0,0.333333333,0,0,Cellular_organisms,3,1,1.098612289,3.5,-2.333333333,FALSE
ENSP00000392141,0,0,0,1,0,0,0,0,Eukaryota,1,1,0,2,,FALSE
ENSP00000392187,0,0,0,0,0,1,0,0,Eumetazoa,1,2,0,0,,FALSE
ENSP00000392188,0,0,0,0,0,0,0.111111111,0.888888889,Mammalia,9,0,0.348832096,1.777777778,1.2875,FALSE
ENSP00000392291,0,0,0,0,0,0.777777778,0.222222222,0,Eumetazoa,9,1,0.529706199,2.777777778,0.297619048,FALSE
ENSP00000392404,0,0,0,1,0,0,0,0,Eukaryota,2,1,0,2,1.5,FALSE
ENSP00000392915,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000393137,0,0,0,0,0,1,0,0,Eumetazoa,1,1,0,5,,FALSE
ENSP00000393237,0,0,0,0,0,1,0,0,Eumetazoa,1,1,0,6,,FALSE
ENSP00000393353,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000393457,0,0,0.857142857,0.142857143,0,0,0,0,Euk+Bac,7,0,0.410116318,0.571428571,,FALSE
ENSP00000393459,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000393475,0,0,0,0,0,1,0,0,Eumetazoa,1,1,0,9,,FALSE
ENSP00000393627,0,0,0,0,0,0.6,0,0.4,Eumetazoa,5,0,0.673011667,4.8,2,FALSE
ENSP00000393672,0,0,0,0,0,0.888888889,0,0.111111111,Eumetazoa,9,0,0.348832096,2.333333333,1.05,FALSE
ENSP00000393682,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000393721,0,0,0,0,0,0,0,1,Mammalia,1,1,0,16,,FALSE
ENSP00000393875,0,0,0,0,0,0,1,0,Vertebrata,6,0,0,0,,FALSE
ENSP00000393909,0,0,0,0.166666667,0,0.5,0,0.333333333,Eumetazoa,6,0,1.011404265,7.2,10.28571429,FALSE
ENSP00000393915,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000393936,0,1,0,0,0,0,0,0,Euk_Archaea,1,1,0,1,,FALSE
ENSP00000394456,0,0,0,0,0.5,0.5,0,0,Opisthokonta,2,1,0.693147181,1.333333333,-1,FALSE
ENSP00000394567,0,0,0,0,0,0,0,1,Mammalia,5,1,0,5.333333333,-3.2,FALSE
ENSP00000394607,0,0,0,0,0.333333333,0.666666667,0,0,Eumetazoa,3,1,0.636514168,2.833333333,,FALSE
ENSP00000394661,0,0,0,0,0,0,0,1,Mammalia,9,2,0,3.163636364,0.226666667,FALSE
ENSP00000394762,0,0,0,0.5,0,0.5,0,0,Eumetazoa,2,1,0.693147181,3.333333333,,FALSE
ENSP00000394767,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000394871,0,0,0,0,0,0,0.5,0.5,Mammalia,2,0,0.693147181,5,,FALSE
ENSP00000395014,0,0,0,0,0,0,1,0,Vertebrata,2,1,0,7.333333333,9.5,FALSE
ENSP00000395075,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000395149,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
ENSP00000395187,0,0,0,0,0,0,0,1,Mammalia,1,1,0,11,,FALSE
ENSP00000395306,0,0,0,0,0,1,0,0,Eumetazoa,2,0,0,0,,FALSE
ENSP00000395317,0,0,0,0,0,0,0.2,0.8,Mammalia,10,1,0.500402424,4.145454545,2.76,FALSE
ENSP00000395394,0,0,0,0.142857143,0.142857143,0.571428571,0,0.142857143,Eumetazoa,7,1,1.153741943,5.25,-1.4,FALSE
ENSP00000395463,0,0,0.555555556,0.222222222,0,0,0,0.222222222,Euk+Bac,9,0,0.99502699,7.444444444,16.1038961,FALSE
ENSP00000395511,0,0,0,1,0,0,0,0,Eukaryota,1,1,0,2,,FALSE
ENSP00000395537,0,0,0,0,0,0,0.333333333,0.666666667,Mammalia,6,1,0.636514168,2.666666667,-0.194444444,FALSE
ENSP00000395798,0,0,0,1,0,0,0,0,Eukaryota,5,0,0,0,0,FALSE
ENSP00000395818,0,0,0,0,0,0,0,1,Mammalia,2,0,0,0,,FALSE
ENSP00000396184,0,0,0,0,0,1,0,0,Eumetazoa,1,1,0,2,,FALSE
ENSP00000396223,0,0,0,0.5,0.5,0,0,0,Opisthokonta,2,1,0.693147181,3.333333333,0.5,FALSE
ENSP00000396291,0,0,0,0,0,0,0,1,Mammalia,6,0,0,0,0,FALSE
ENSP00000396546,0,0,0,1,0,0,0,0,Eukaryota,1,1,0,2,,FALSE
ENSP00000396644,0,0,0,0,0,0.428571429,0,0.571428571,Mammalia,7,0,0.682908105,6.761904762,7.361111111,FALSE
ENSP00000396652,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000397196,0,0,0,0,0,0,0,1,Mammalia,3,0,0,0,,FALSE
ENSP00000397213,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000397329,0,0,0,0.4,0.2,0.2,0,0.2,Eukaryota,5,1,1.33217904,5.666666667,7.4,FALSE
ENSP00000397383,0,0,0,0,0,0,1,0,Vertebrata,1,2,0,2.666666667,,FALSE
ENSP00000397458,0,0,0,0,0,0,0,1,Mammalia,4,1,0,6.6,,FALSE
ENSP00000397476,0,0,0,0,0,0,0,1,Mammalia,1,1,0,6,,FALSE
ENSP00000397603,0,0,0,0,0,1,0,0,Eumetazoa,2,1,0,3.333333333,5,FALSE
ENSP00000397643,0,0,0,0,1,0,0,0,Opisthokonta,1,1,0,3,,FALSE
ENSP00000397832,0,0,0,0,0,0.083333333,0.083333333,0.833333333,Mammalia,12,0,0.566085739,2.303030303,0.8,FALSE
ENSP00000398135,0,0,0,0,0,0,0.2,0.8,Mammalia,5,1,0.500402424,3.933333333,-1.464285714,FALSE
ENSP00000398153,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000398177,0,0,0,1,0,0,0,0,Eukaryota,1,1,0,1,,FALSE
ENSP00000398301,0,0,0,0,0,1,0,0,Eumetazoa,2,1,0,6,7.5,FALSE
ENSP00000398371,0,0,0,0,0,0,0,1,Mammalia,6,1,0,4.571428571,-2.618181818,FALSE
ENSP00000398574,0,0,0,0.2,0.2,0.3,0,0.3,Mammalia,10,0,1.366158848,6.4,3.96,FALSE
ENSP00000398588,0,0,0,0,0.333333333,0.666666667,0,0,Eumetazoa,3,1,0.636514168,2.666666667,4,FALSE
ENSP00000398699,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000398703,0,0,0,0,1,0,0,0,Opisthokonta,1,1,0,4,,FALSE
ENSP00000398854,0,0,0,0,0,1,0,0,Eumetazoa,1,1,0,3,,FALSE
ENSP00000398855,0,0,0,0,1,0,0,0,Opisthokonta,3,0,0,0,0,FALSE
ENSP00000399038,0,0,0,0,0,1,0,0,Eumetazoa,2,1,0,4.666666667,7,FALSE
ENSP00000399147,0,0,0,0.428571429,0,0.142857143,0,0.428571429,Mammalia,7,0,1.004242473,7.428571429,1.266666667,FALSE
ENSP00000399170,0,0,0,0.25,0.25,0,0.25,0.25,Opisthokonta,4,1,1.386294361,7.8,,FALSE
ENSP00000399175,0,0,0,1,0,0,0,0,Eukaryota,3,0,0,0,0,FALSE
ENSP00000399221,0,0.2,0,0,0.2,0,0,0.6,Mammalia,5,1,0.950270539,9.933333333,3.892857143,FALSE
ENSP00000399247,0,0,0,0,0,0,0,1,Mammalia,3,0,0,1.333333333,,FALSE
ENSP00000399248,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000399321,0,0,0,0,0,0,0,1,Mammalia,1,1,0,13,,FALSE
ENSP00000399328,0,0,0,0,0,0,0,1,Mammalia,9,0,0,0,0,FALSE
ENSP00000399350,0,0,0,0,1,0,0,0,Opisthokonta,1,1,0,3,,FALSE
ENSP00000399362,0,0,0,1,0,0,0,0,Eukaryota,1,1,0,0,,FALSE
ENSP00000399417,0,0,0,0,0.25,0,0.25,0.5,Mammalia,4,1,1.039720771,8.2,5.333333333,FALSE
ENSP00000399671,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000399857,0,0,0,0,0,0.111111111,0.777777778,0.111111111,Vertebrata,9,1,0.683738906,2.977777778,0.86,FALSE
ENSP00000400038,0,0,0,0.25,0,0.25,0,0.5,Mammalia,8,0,1.039720771,7.285714286,4.123076923,FALSE
ENSP00000400080,0,0,0,0,0,0,0,1,Mammalia,1,1,0,16,,FALSE
ENSP00000400386,0,0,0,0.083333333,0.166666667,0.166666667,0.083333333,0.5,Mammalia,12,0,1.357977855,7.681818182,4.244444444,FALSE
ENSP00000400437,0,0,0,0.285714286,0.142857143,0.285714286,0.285714286,0,Eumetazoa,7,0,1.351783994,4.571428571,0.245454545,FALSE
ENSP00000400443,0,0,0,0,0,0.666666667,0,0.333333333,Eumetazoa,6,1,0.636514168,4.380952381,-1.7,FALSE
ENSP00000400481,0,0,0,0.285714286,0,0.142857143,0.142857143,0.428571429,Mammalia,7,1,1.277034259,6.571428571,1.916666667,FALSE
ENSP00000400656,0,0,0,0,0,0.5,0,0.5,Mammalia,2,1,0.693147181,7.333333333,,FALSE
ENSP00000400691,0,0,0,0,0,0.1,0.1,0.8,Mammalia,10,1,0.63903186,2.727272727,0.6,FALSE
ENSP00000400918,0,0,0,0,0,0,0,1,Mammalia,1,0,0,None,,FALSE
ENSP00000401047,0,0,0,0,0,0,0,1,Mammalia,8,0,0,0,0,FALSE
ENSP00000401061,1,0,0,0,0,0,0,0,Cellular_organisms,1,1,0,0,,FALSE
ENSP00000401104,0,0,0,0,1,0,0,0,Opisthokonta,2,1,0,2,3,FALSE
ENSP00000401239,0,0,0,0,0,1,0,0,Eumetazoa,2,1,0,4.666666667,7,FALSE
ENSP00000401330,0,0,0,0,0,0.444444444,0.555555556,0,Vertebrata,9,1,0.686961577,2.133333333,1.14,FALSE
ENSP00000401425,0,0,0,0,1,0,0,0,Opisthokonta,2,1,0,3.333333333,5,FALSE
ENSP00000401461,0,0,0,0,0,0,0,1,Mammalia,10,0,0,0,0,FALSE
ENSP00000401746,0,0,0,0.666666667,0,0,0,0.333333333,Eukaryota,9,0,0.636514168,7.5,0,FALSE
ENSP00000401800,0,0,0,0,0,0.5,0,0.5,Mammalia,2,1,0.693147181,8.666666667,4,FALSE
ENSP00000401941,0,0,0,0,0.142857143,0.571428571,0.142857143,0.142857143,Eumetazoa,7,0,1.153741943,4,-0.194444444,FALSE
ENSP00000401970,0.571428571,0,0,0,0,0.142857143,0,0.285714286,Cellular_organisms,7,0,0.955699891,8.571428571,12.46363636,FALSE
ENSP00000402050,0,0,0,0,0,0,0.142857143,0.857142857,Mammalia,7,0,0.410116318,2,0.777777778,FALSE
ENSP00000402058,0,0,0,0,0,0,0,1,Mammalia,8,1,0,1.333333333,0.375,FALSE
