Organism_ID,CAIR,Organism,Second_hierarchy,code
28127.0,0.9400649349559684,Prevotella buccalis (Strain: UMB0536),Bacteroidetes,31
28128.0,0.93841966735614,Prevotella corporis (Strain: MJR7716),Bacteroidetes,31
28129.0,0.9392956327137005,Prevotella denticola (Strain: KCOM 1525),Bacteroidetes,31
28130.0,0.9370526278309136,Prevotella disiens (Strain: NCTC11157),Bacteroidetes,31
28131.0,0.9370882005949634,Prevotella intermedia (Strain: OMA14),Bacteroidetes,31
28132.0,0.9380175931569222,Prevotella melaninogenica (Strain: GAI 07411),Bacteroidetes,31
28133.0,0.9373948212602348,Prevotella nigrescens (Strain: KCOM 1102),Bacteroidetes,31
28135.0,0.9403068081827318,Prevotella oris (Strain: NCTC13071),Bacteroidetes,31
28136.0,0.940770649876517,Prevotella oulorum (Strain: ATCC 43324),Bacteroidetes,31
28139.0,0.9310193181505209,Rikenella microfusus (Strain: NCTC11190),Bacteroidetes,31
28141.0,0.9288874895003164,Cronobacter sakazakii (Enterobacter sakazakii) (Strain: ATCC 29544),Proteobacteria,1
28144.0,0.9326212105619336,Salmonella derby (Strain: CVM N53019),Proteobacteria,1
28150.0,0.9325328507637392,Salmonella senftenberg (Strain: SA20130280),Proteobacteria,1
28151.0,0.9276163746707201,Serratia proteamaculans (Strain: B-41156),Proteobacteria,1
28152.0,0.9302111370784457,Yersinia kristensenii (Strain: IP6945),Proteobacteria,1
28159.0,0.9312920075326055,Caviibacterium pharyngocola (Strain: 7_3),Proteobacteria,1
28161.0,0.9326336906895679,Conservatibacter flavescens (Strain: 7_4),Proteobacteria,1
28172.0,0.9327391690344005,Vibrio metschnikovii (Strain: NCTC8563),Proteobacteria,1
28173.0,0.9328001315637292,Vibrio nigripulchritudo (Strain: SnF1),Proteobacteria,1
28181.0,0.925716461122389,Magnetovibrio blakemorei (Strain: MV-1),Proteobacteria,1
28182.0,0.9260200858845234,Leptospira noguchii (Strain: IP1605021),Spirochaetes,4
28183.0,0.9264937466532324,Leptospira santarosai (Strain: U160),Spirochaetes,4
28184.0,0.9262267265372441,Leptospira weilii (Strain: CUDO6),Spirochaetes,4
28185.0,0.9261890094855355,Spirochaeta sp.,Spirochaetes,4
28188.0,0.9321931402673413,Capnocytophaga canimorsus (Strain: Cc11),Bacteroidetes,31
28189.0,0.9287627806729054,Capnocytophaga cynodegmi (Strain: G7591),Bacteroidetes,31
28197.0,0.9158101481406818,Arcobacter butzleri,Proteobacteria,1
28198.0,0.9144222486544847,Arcobacter cryaerophilus (Strain: LMG 9861),Proteobacteria,1
28200.0,0.9147785341337475,Arcobacter skirrowii (Strain: v),Proteobacteria,1
28201.0,0.9311414074656572,Bdellovibrio sp.,Proteobacteria,1
28210.0,0.9086487822691368,Chelatococcus asaccharovorans (Strain: DSM 6462),Proteobacteria,1
28212.0,0.8981769294761498,Sphingomonas adhaesiva (Strain: DSM 7418),Proteobacteria,1
28214.0,0.9073018273352144,Sphingomonas sp.,Proteobacteria,1
28229.0,0.9308131831958919,Colwellia psychrerythraea (Vibrio psychroerythus) (Strain: GAB14E),Proteobacteria,1
28230.0,0.9248303084257752,Carnobacterium alterfunditum (Strain: 313),Firmicutes,43
28234.0,0.9125699707822382,Geotoga petraea (Strain: HO-Geo1),Thermotogae,39
28240.0,0.9227478058825689,Thermotoga sp.,Thermotogae,39
28251.0,0.9304161254685944,Ornithobacterium rhinotracheale (Strain: FARPER-174b),Bacteroidetes,31
28254.0,0.9304035538120515,Marinomonas communis (Strain: DSM 5604),Proteobacteria,1
28258.0,0.9178611321669571,Cobetia marina (Deleya marina) (Strain: T1),Proteobacteria,1
28320.0,0.9144319634269262,Mycoplana dimorpha (Strain: DSM 7138),Proteobacteria,1
28377.0,0.9404417821235942,Anolis carolinensis (Green anole) (American chameleon) (Strain: JBL SC #1),Metazoa,86
28442.0,0.908511887642646,Haloarcula vallismortis (Halobacterium vallismortis) (Strain: DSM 3756),Euryarchaeota,67
28445.0,0.903283938504884,Mycobacterium intermedium (Strain: HMC2_M5),Actinobacteria,51
28447.0,0.8875189940474353,Clavibacter michiganensis (Strain: AY1B2),Actinobacteria,51
28448.0,0.91530704073817,Komagataeibacter xylinus (Gluconacetobacter xylinus) (Strain: CGMCC 2955),Proteobacteria,1
28449.0,0.9309789148088169,Neisseria subflava (Strain: ATCC 49275),Proteobacteria,1
28450.0,0.9049643797748186,Burkholderia pseudomallei (Pseudomonas pseudomallei) (Strain: Bp9107),Proteobacteria,1
28454.0,0.9329892736031999,Sphingobacterium multivorum (Strain: NCTC11034),Bacteroidetes,31
28573.0,0.9343518801549441,Talaromyces islandicus (Penicillium islandicum),Fungi,82
28743.0,0.9387927146412044,Cyprinodon variegatus (Sheepshead minnow),Metazoa,86
28885.0,0.9330914671370308,Hydrogenovibrio marinus (Strain: MH-110),Proteobacteria,1
28892.0,0.9204035581730067,Methanofollis liminatans DSM 4140 (Strain: DSM 4140),Euryarchaeota,67
28894.0,0.8920179953088374,Streptomyces nitrosporeus (Strain: ATCC 12769),Actinobacteria,51
28898.0,0.9177435328293226,Campylobacter helveticus (Strain: ATCC 51209),Proteobacteria,1
28901.0,0.9324984672357816,Salmonella enterica (Salmonella choleraesuis) (Strain: PNUSAS058450),Proteobacteria,1
28903.0,0.9151183892008425,Mycoplasma bovis,Tenericutes,44
28985.0,0.9338956728203551,Kluyveromyces lactis (Yeast) (Candida sphaerica) (Strain: CBS 2105),Fungi,82
29031.0,0.9421252461878278,Phlebotomus papatasi (Sandfly) (Strain: Israel),Metazoa,86
29058.0,0.9412988600337284,Helicoverpa armigera (Cotton bollworm) (Heliothis armigera),Metazoa,86
29073.0,0.9375972663505344,Ursus maritimus (Polar bear) (Thalarctos maritimus),Metazoa,86
29088.0,0.9359367497681188,Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi),Metazoa,86
29139.0,0.9382280191272382,Vombatus ursinus (Common wombat),Metazoa,86
29158.0,0.9449353314629154,Mytilus galloprovincialis (Mediterranean mussel),Metazoa,86
29170.0,0.9419692851018316,Ancylostoma caninum (Dog hookworm) (Strain: Baltimore),Metazoa,86
29172.0,0.9420454928145098,Dictyocaulus viviparus (Bovine lungworm) (Strain: HannoverDv2000),Metazoa,86
29283.0,0.901753952071804,Halorubrum distributum (Strain: E8),Euryarchaeota,67
29290.0,0.9341380746980374,Candidatus Magnetobacterium bavaricum,Nitrospirae,9
29295.0,0.9076602243973926,halophilic archaeon (Strain: H22),Euryarchaeota,67
29306.0,0.89567937630345,Streptomyces griseoluteus (Strain: JCM 4765),Actinobacteria,51
29311.0,0.906041876019008,Mycobacterium haemophilum (Strain: UC1),Actinobacteria,51
29313.0,0.9073274549220762,Mycobacterium shimoidei (Strain: P7336),Actinobacteria,51
29314.0,0.9004422228014073,Mycolicibacter hiberniae (Strain: ATCC 49874),Actinobacteria,51
29317.0,0.8893636819420354,Actinomyces sp.,Actinobacteria,51
29320.0,0.9081286061647852,Paenarthrobacter nicotinovorans (Arthrobacter nicotinovorans) (Strain: 25_8),Actinobacteria,51
29332.0,0.9301526846900388,Domibacillus aminovorans (Strain: DSM 4337),Firmicutes,43
29337.0,0.9303002728642409,Bacillus thuringiensis subsp. finitimus,Firmicutes,43
29339.0,0.9309008605376891,Bacillus thuringiensis subsp. kurstaki (Strain: HD 1),Firmicutes,43
29343.0,0.9294787183729227,[Clostridium] cellulosi (Strain: DG5),Firmicutes,43
29344.0,0.9150748461531159,Caloramator fervidus (Strain: DSM 5463),Firmicutes,43
29348.0,0.9255161593775829,[Clostridium] spiroforme (Strain: An149),Firmicutes,43
29349.0,0.9188227821048173,[Clostridium] thermoalcaliphilum (Strain: DSM 7309),Firmicutes,43
29350.0,0.9185504336730163,Thermoanaerobacter thermocopriae,Firmicutes,43
29354.0,0.9333034987666202,[Clostridium] celerecrescens (Strain: 152B),Firmicutes,43
29361.0,0.9311204672640274,Tyzzerella nexilis (Strain: OF02-4LB),Firmicutes,43
29363.0,0.9177998710006585,Clostridium paraputrificum (Strain: 373-A1),Firmicutes,43
29364.0,0.9320935135450552,[Clostridium] polysaccharolyticum (Strain: DSM 1801),Firmicutes,43
29367.0,0.9206393007280926,Clostridium puniceum (Strain: DSM 2619),Firmicutes,43
29370.0,0.9331435999248581,[Clostridium] sphenoides (Strain: NCTC507),Firmicutes,43
29372.0,0.9132626849965252,Clostridium thermobutyricum (Strain: 209318),Firmicutes,43
29378.0,0.9299717574882049,Staphylococcus arlettae (Strain: NCTC12413),Firmicutes,43
29379.0,0.9301625870550804,Staphylococcus auricularis (Strain: SNUC 3034),Firmicutes,43
29382.0,0.9287048150608492,Staphylococcus cohnii (Strain: SNUC 3829),Firmicutes,43
29383.0,0.9289039307327092,Staphylococcus equorum subsp. equorum (Strain: NCTC 12414),Firmicutes,43
29384.0,0.928775215252181,Staphylococcus kloosii (Strain: CNV2),Firmicutes,43
29385.0,0.9287197735751428,Staphylococcus saprophyticus (Strain: 82B),Firmicutes,43
29388.0,0.9291564821502225,Staphylococcus capitis (Strain: CR03),Firmicutes,43
29391.0,0.9181148210224951,Gemella morbillorum (Strain: NCTC11323),Firmicutes,43
29394.0,0.9287219094986995,Dolosigranulum pigrum (Strain: KPL1937_CDC4199-99),Firmicutes,43
29397.0,0.9287148082523021,Lactobacillus delbrueckii subsp. lactis (Strain: KCCM 34717),Firmicutes,43
29408.0,0.9025479178625126,Rhodoplanes elegans (Strain: DSM 11907),Proteobacteria,1
29409.0,0.9033590156613484,Rhodoplanes roseus (Strain: DSM 5909),Proteobacteria,1
29410.0,0.9163558112191448,Synechococcus sp. (strain WH8103),Cyanobacteria,52
29419.0,0.9286277018507104,Helicobacter canis (Strain: NCTC12410),Proteobacteria,1
29421.0,0.9176168922657802,Nitrobacter vulgaris (Strain: Ab1),Proteobacteria,1
29422.0,0.9333012832650088,Legionella brunensis (Strain: ATCC 43878),Proteobacteria,1
29423.0,0.9351228776334481,Legionella oakridgensis (Strain: Oak Ridge-10),Proteobacteria,1
29429.0,0.9002239457349307,Methylorubrum zatmanii (Strain: PSBB041),Proteobacteria,1
29430.0,0.9342129465418736,Acinetobacter haemolyticus (Strain: FDAARGOS_492),Proteobacteria,1
29432.0,0.9311821086391319,Psychrobacter phenylpyruvicus (Strain: NCTC10526),Proteobacteria,1
29433.0,0.9315173037685045,Moraxella ovis (Strain: NCTC11227),Proteobacteria,1
29435.0,0.9155412492123371,Pseudomonas flavescens (Strain: LMG 18387),Proteobacteria,1
29438.0,0.9229366577946717,Pseudomonas savastanoi (Pseudomonas syringae pv. savastanoi) (Strain: ICMP 11899),Proteobacteria,1
29443.0,0.9226860372947081,Paucimonas lemoignei (Pseudomonas lemoignei) (Strain: DSM 7445),Proteobacteria,1
29448.0,0.916014596751555,Bradyrhizobium elkanii (Strain: BLY3-8),Proteobacteria,1
29449.0,0.9187843943902216,Rhizobium etli (Strain: R22G),Proteobacteria,1
29459.0,0.9210341515898657,Brucella melitensis (Strain: M1981),Proteobacteria,1
29460.0,0.9202022526112985,Brucella neotomae (Strain: NCTC10084),Proteobacteria,1
29461.0,0.9207350432027019,Brucella suis (Strain: Bw_180660),Proteobacteria,1
29466.0,0.9319462747306624,Veillonella parvula (Strain: UMB0371),Firmicutes,43
29472.0,0.9326729211220919,Salmonella enterica subsp. enterica serovar Panama (Strain: 449454),Proteobacteria,1
29473.0,0.9321714472206858,Salmonella enterica subsp. enterica serovar Adelaide (Strain: FSIS11808911),Proteobacteria,1
29483.0,0.9303620707130792,Yersinia aldovae (Strain: IP06005),Proteobacteria,1
29484.0,0.9303955279221894,Yersinia frederiksenii (Strain: CFSAN060535),Proteobacteria,1
29485.0,0.9299971334828662,Yersinia rohdei (Strain: 68/02),Proteobacteria,1
29486.0,0.9315989844896918,Yersinia ruckeri (Strain: YR71),Proteobacteria,1
29488.0,0.9349139619491998,Photorhabdus luminescens (Xenorhabdus luminescens) (Strain: H5),Proteobacteria,1
29489.0,0.9244663887401432,Aeromonas enteropelogenes (Aeromonas trota) (Strain: 1999lcr),Proteobacteria,1
29494.0,0.9320853268474212,Vibrio furnissii (Strain: S0821),Proteobacteria,1
29495.0,0.9314342016247216,Vibrio navarrensis (Strain: ATCC 51183),Proteobacteria,1
29497.0,0.9326735840129395,Vibrio splendidus (Strain: ZF_41),Proteobacteria,1
29498.0,0.9316430780572674,Vibrio tubiashii (Strain: T33),Proteobacteria,1
29508.0,0.9275362205170731,Leptospira meyeri (Strain: DSM 21537),Spirochaetes,4
29522.0,0.9111639958921065,Brachyspira aalborgi (Strain: PC3714II),Spirochaetes,4
29523.0,0.9381768681468825,Bacteroides sp.,Bacteroidetes,31
29524.0,0.9326853333125494,Porphyromonas circumdentaria (Strain: ATCC 51356),Bacteroidetes,31
29529.0,0.934845709712562,Chitinophaga arvensicola (Strain: DSM 3695),Bacteroidetes,31
29533.0,0.9268378557643702,Flavobacterium pectinovorum (Strain: 42),Bacteroidetes,31
29534.0,0.9277238440178516,Flavobacterium saccharophilum (Strain: DSM 1811),Bacteroidetes,31
29536.0,0.9282271323187576,Flavobacterium succinicans (Strain: DSM 4002),Bacteroidetes,31
29539.0,0.8842974040770664,Thermoleophilum album (Strain: ATCC 35263),Actinobacteria,51
29540.0,0.9054129489494629,Natrialba asiatica (strain ATCC 700177 / DSM 12278 / JCM 9576 / FERM P-10747 / NBRC 102637 / 172P1) (Strain: DSM 12278),Euryarchaeota,67
29541.0,0.928783833157162,Methylophilus sp.,Proteobacteria,1
29542.0,0.9243195568050464,Pelobacter acetylenicus (Strain: DSM 3247),Proteobacteria,1
29545.0,0.9072234064149052,Azoarcus indigens (Strain: DSM 12121),Proteobacteria,1
29552.0,0.914449880264425,Acholeplasma axanthum (Strain: NCTC10138),Tenericutes,44
29553.0,0.9146622183087404,Mycoplasma bovirhinis (Strain: HAZ141_2),Tenericutes,44
29554.0,0.9016145379181689,Mycoplasma canadense (Strain: HAZ360_1),Tenericutes,44
29555.0,0.906868841843293,Mycoplasma canis (Strain: LV),Tenericutes,44
29556.0,0.9131332621983625,Mycoplasma gallinaceum (Strain: B2096 8B),Tenericutes,44
29557.0,0.9102204936049361,Mycoplasma gallinarum (Strain: Mgn_IPT),Tenericutes,44
29559.0,0.9085346920394858,Mycoplasma hyosynoviae (Strain: ATCC 25591),Tenericutes,44
29562.0,0.9120746175502393,Mycoplasma ovipneumoniae (Strain: NCTC10151),Tenericutes,44
29563.0,0.9209470089409931,Halanaerobium salsuginis (Strain: ATCC 51327),Firmicutes,43
29570.0,0.9218956809928294,Halomonas meridiana (Strain: R1t3),Proteobacteria,1
29571.0,0.9186752678513618,Halomonas subglaciescola (Strain: ACAM 12),Proteobacteria,1
29573.0,0.9077687640316556,Halomonas halophila (Strain: NBRC 102604),Proteobacteria,1
29581.0,0.9163142339659107,Janthinobacterium lividum (Strain: NCTC8661),Proteobacteria,1
29655.0,0.9384081816364652,Zostera marina (Eelgrass) (Strain: cv. Finnish),Viridiplantae,91
29704.0,0.9336744752861471,Sorghum versicolor,Viridiplantae,91
29729.0,0.9382831297527345,Gossypium arboreum (Tree cotton) (Gossypium nanking) (Strain: cv. AKA8401),Viridiplantae,91
29730.0,0.9369787052812736,Gossypium raimondii (New World cotton),Viridiplantae,91
29760.0,0.9402537649066403,Vitis vinifera (Grape) (Strain: cv. Chardonnay),Viridiplantae,91
29833.0,0.9237406778028379,Hanseniaspora uvarum (Yeast) (Kloeckera apiculata) (Strain: AWRI3580),Fungi,82
29845.0,0.9353689655233693,Penicillium vulpinum (Strain: IBT 29486),Fungi,82
29920.0,0.9329838055797659,Phytophthora cactorum (Strain: 10300),Sar,90
30019.0,0.9389952746384123,Drosophila busckii (Fruit fly),Metazoa,86
30025.0,0.937711068966449,Drosophila ficusphila (Fruit fly),Metazoa,86
30066.0,0.9374027438795314,Anopheles merus (Mosquito) (Strain: MAF),Metazoa,86
30069.0,0.9389340214784617,Anopheles stephensi (Indo-Pakistan malaria mosquito) (Strain: Indian),Metazoa,86
30419.0,0.9398994919927626,Opisthocomus hoazin (Hoatzin) (Phasianus hoazin),Metazoa,86
30455.0,0.9399096793528747,Fulmarus glacialis (Northern fulmar),Metazoa,86
30522.0,0.9357576037230343,Bos indicus x Bos taurus (Hybrid cattle),Metazoa,86
30611.0,0.9374324855714306,Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby),Metazoa,86
30732.0,0.9381980038265296,Oryzias melastigma (Marine medaka),Metazoa,86
31033.0,0.939089209504162,Takifugu rubripes (Japanese pufferfish) (Fugu rubripes),Metazoa,86
31234.0,0.9423090492658304,Caenorhabditis remanei (Caenorhabditis vulgaris) (Strain: PX439),Metazoa,86
31246.0,0.9354377099956744,Schistosoma mattheei,Metazoa,86
31271.0,0.9009439377186412,Plasmodium chabaudi chabaudi (Strain: AS),Sar,90
31872.0,0.9114362179962976,Magnetospirillum sp.,Proteobacteria,1
31910.0,0.9221365941089574,Halovibrio variabilis (Strain: NBRC 102410),Proteobacteria,1
31954.0,0.9255522810966057,Bifidobacterium pseudolongum subsp. pseudolongum (Strain: 2054B),Actinobacteria,51
31958.0,0.8986326078017839,Amycolatopsis orientalis (Nocardia orientalis) (Strain: B-37),Actinobacteria,51
31963.0,0.8904328588639713,Clavibacter michiganensis subsp. nebraskensis (Strain: CFBP 7577),Actinobacteria,51
31964.0,0.8897436364480868,Clavibacter michiganensis subsp. sepedonicus (strain ATCC 33113 / DSM 20744 / JCM 9667 / LMG 2889 / C-1) (Corynebacterium sepedonicum) (Strain: ATCC 33113 / DSM 20744 / JCM 9667 / LMG 2889 / C-1),Actinobacteria,51
31965.0,0.8853166756629706,Clavibacter michiganensis subsp. tessellarius (Strain: DOAB 609),Actinobacteria,51
31971.0,0.9335514964155235,Absiella dolichum (Strain: AF35-6BH),Firmicutes,43
31973.0,0.9305078951227442,Eggerthia catenaformis,Firmicutes,43
31998.0,0.9004442310433056,Methylobacterium radiotolerans (Strain: KUT39),Proteobacteria,1
32002.0,0.9101829456869719,Achromobacter denitrificans (Alcaligenes denitrificans) (Strain: AD_173),Proteobacteria,1
32013.0,0.9137946492080683,Comamonas terrigena (Strain: FDAARGOS_394),Proteobacteria,1
32019.0,0.9204145517019091,Campylobacter fetus subsp. fetus (Strain: 006A-0059),Proteobacteria,1
32021.0,0.9181624046585081,Campylobacter jejuni subsp. doylei (Strain: NCTC12208),Proteobacteria,1
32022.0,0.9186805113944919,Campylobacter jejuni subsp. jejuni (Strain: 00-0949),Proteobacteria,1
32024.0,0.9182498299046766,Campylobacter sputorum biovar sputorum (Strain: NCTC12475),Proteobacteria,1
32040.0,0.9068047041862007,Acidovorax konjaci (Strain: DSM 7481),Proteobacteria,1
32049.0,0.9289093877893769,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) (Agmenellum quadruplicatum) (Strain: ATCC 27264 / PCC 7002 / PR-6),Cyanobacteria,52
32051.0,0.9128770374819787,Synechococcus sp. (strain WH7803) (Strain: WH7803),Cyanobacteria,52
32052.0,0.9200006601795564,Synechococcus sp. (strain WH8020) (Strain: WH 8020),Cyanobacteria,52
32062.0,0.9072485825346532,Deinococcus radiophilus (Strain: ATCC 27603),Deinococcus-Thermus,37
32264.0,0.9381077360732781,Tetranychus urticae (Two-spotted spider mite) (Strain: London),Metazoa,86
32473.0,0.9408407870548465,Xiphophorus couchianus (Monterrey platyfish),Metazoa,86
32507.0,0.9409453099498011,Neolamprologus brichardi (Fairy cichlid) (Lamprologus brichardi),Metazoa,86
33007.0,0.9177009782967573,Winkia neuii (Strain: UMB0402),Actinobacteria,51
33010.0,0.9158413571288367,Cutibacterium avidum (Strain: P16-029),Actinobacteria,51
33011.0,0.9151658664724428,Cutibacterium granulosum (Strain: NCTC11865),Actinobacteria,51
33013.0,0.8888541769292628,Clavibacter michiganensis subsp. michiganensis,Actinobacteria,51
33014.0,0.8873567610114638,Clavibacter michiganensis subsp. insidiosus (Strain: R1-1),Actinobacteria,51
33015.0,0.9314135799391741,Acholeplasma sp.,Tenericutes,44
33025.0,0.928896428117588,Phascolarctobacterium faecium (Strain: JCM 30894),Firmicutes,43
33028.0,0.9290941607558729,Staphylococcus saccharolyticus (Strain: NCTC11807),Firmicutes,43
33029.0,0.9157098740478463,Anaerococcus hydrogenalis (Strain: UMB0204),Firmicutes,43
33030.0,0.9181907926329989,Peptoniphilus indolicus (Strain: NCTC11088),Firmicutes,43
33031.0,0.9288645396693058,Peptoniphilus lacrimalis (Strain: UMB0663),Firmicutes,43
33033.0,0.9138156932789714,Parvimonas micra (Strain: KCOM 1037),Firmicutes,43
33035.0,0.9356736603672063,Blautia producta (Strain: PMF1),Firmicutes,43
33036.0,0.9165934117003262,Anaerococcus tetradius (Strain: MJR8151),Firmicutes,43
33038.0,0.934585002629822,Ruminococcus gnavus (Strain: AM38-12),Firmicutes,43
33039.0,0.9326374884795139,[Ruminococcus] torques (Strain: 2789STDY5834889),Firmicutes,43
33040.0,0.9272294260319289,Streptococcus milleri (Strain: NCTC10708),Firmicutes,43
33043.0,0.9326349310648686,Coprococcus eutactus (Strain: 2789STDY5608843),Firmicutes,43
33044.0,0.9321569349600378,Bartonella doshiae (Strain: NCTC12862),Proteobacteria,1
33045.0,0.9319660414719131,Bartonella grahamii (Strain: NCTC12860),Proteobacteria,1
33047.0,0.9323509520780926,Bartonella vinsonii (Rochalimaea vinsonii) (Strain: NCTC12905),Proteobacteria,1
33050.0,0.9091251283446987,Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus) (Strain: 203),Proteobacteria,1
33051.0,0.9072225757581772,Sphingomonas sanguinis (Strain: NS319),Proteobacteria,1
33053.0,0.930748435267544,Neisseria perflava (Strain: UMB0023),Proteobacteria,1
33059.0,0.9173026759890972,Acidithiobacillus caldus (Strain: DX),Proteobacteria,1
33060.0,0.9299916732708101,Yersinia mollaretii (Strain: SCPM-O-B-7598),Proteobacteria,1
33069.0,0.9222842980701612,Pseudomonas viridiflava (Strain: ICMP 11296),Proteobacteria,1
33074.0,0.9266530572554103,Zymobacter palmae (Strain: IAM14233),Proteobacteria,1
33097.0,0.8961206082009531,Gonium pectorale (Green alga),Viridiplantae,91
33114.0,0.9382076475574099,Capsicum baccatum (Peruvian pepper) (Strain: cv. PBC81),Viridiplantae,91
33203.0,0.9294008418548784,Purpureocillium lilacinum (Paecilomyces lilacinus),Fungi,82
33528.0,0.9371809340770645,Gambusia affinis (Western mosquitofish) (Heterandria affinis),Metazoa,86
33653.0,0.8816002516535192,Cafeteria roenbergensis (Marine flagellate) (Strain: Cflag),Sar,90
33879.0,0.8904853015064833,Agromyces ramosus (Strain: DSM 43045),Actinobacteria,51
33881.0,0.893029602722981,Curtobacterium luteum (Strain: NS184),Actinobacteria,51
33885.0,0.8941241422339937,Microbacterium lacticum (Strain: DSM 20427),Actinobacteria,51
33887.0,0.8925019786834856,Rathayibacter rathayi (Corynebacterium rathayi) (Strain: AY1H7),Actinobacteria,51
33888.0,0.8900943679174502,Rathayibacter tritici (Strain: GSPB 2748),Actinobacteria,51
33889.0,0.9010300162775627,Brevibacterium casei (Strain: OG2),Actinobacteria,51
33892.0,0.9047256165723228,Mycobacterium tuberculosis variant bovis BCG (Strain: 26),Actinobacteria,51
33894.0,0.9046527847581053,Mycobacterium tuberculosis variant africanum (Strain: 25),Actinobacteria,51
33895.0,0.9041712382240767,Mycobacterium interjectum (Strain: DSM 44064),Actinobacteria,51
33898.0,0.8908182129426002,Streptomyces galbus (Strain: DSM 40089),Actinobacteria,51
33899.0,0.8943825836142727,Streptomyces galilaeus (Strain: ATCC 14969),Actinobacteria,51
33903.0,0.8963955391979348,Streptomyces avermitilis (Strain: NBRC 14893),Actinobacteria,51
33905.0,0.9257721055701092,Bifidobacterium thermophilum (Strain: 1542B),Actinobacteria,51
33906.0,0.8976038133756973,Actinopolyspora mortivallis (Strain: M5A),Actinobacteria,51
33907.0,0.8786635170839627,Pseudonocardia alni (Strain: DSM 44104),Actinobacteria,51
33918.0,0.8970462161912962,Microbacterium liquefaciens (Aureobacterium liquefaciens) (Strain: NBRC 15037),Actinobacteria,51
33922.0,0.9141943391282341,Mycoplasma agassizii (Strain: ATCC 700616),Tenericutes,44
33932.0,0.9289570110723114,Bacillus cohnii (Strain: DSM 6307),Firmicutes,43
33934.0,0.9331407367322828,Anoxybacillus flavithermus (Strain: 25),Firmicutes,43
33935.0,0.9302545566517856,Lysinibacillus macroides (Strain: DSM 54),Firmicutes,43
33936.0,0.9291648031561723,Aeribacillus pallidus (Strain: KCTC3564),Firmicutes,43
33938.0,0.9287575339631974,Geobacillus thermocatenulatus (Strain: KCTC 3921),Firmicutes,43
33940.0,0.9306501941311645,Geobacillus thermodenitrificans (Strain: T12),Firmicutes,43
33941.0,0.92913314886928,Geobacillus thermoleovorans (Bacillus thermoleovorans) (Strain: SGAir0734),Firmicutes,43
33945.0,0.9290071314533319,Enterococcus avium (Streptococcus avium) (Strain: FDAARGOS_180),Firmicutes,43
33949.0,0.9317904383296962,Sulfobacillus sp.,Firmicutes,43
33959.0,0.9286104533295265,Lactobacillus johnsonii (Strain: BS15),Firmicutes,43
33960.0,0.9290778978538162,Lactobacillus collinoides (Strain: 237),Firmicutes,43
33961.0,0.9299923382409023,Lactobacillus homohiochii (Strain: DSM 20571),Firmicutes,43
33962.0,0.9300785384706848,Lactobacillus kefiri (Strain: NBRC 15888),Firmicutes,43
33964.0,0.9274090456147969,Leuconostoc citreum (Strain: NRRL B-1299),Firmicutes,43
33967.0,0.9263751765069105,Leuconostoc mesenteroides subsp. mesenteroides,Firmicutes,43
33968.0,0.9265529784063399,Leuconostoc pseudomesenteroides (Strain: KMB_610),Firmicutes,43
33970.0,0.9278598183141619,Melissococcus plutonius (Strain: DAT561),Firmicutes,43
33977.0,0.9296930398691515,Caryophanon latum (Strain: DSM 14151),Firmicutes,43
33978.0,0.9297402486760941,Caryophanon tenue (Strain: DSM 14152),Firmicutes,43
33984.0,0.9094424053644264,Luteococcus japonicus (Strain: DSM 10546),Actinobacteria,51
33987.0,0.926906915053874,Exiguobacterium aurantiacum (Strain: NCTC13163),Firmicutes,43
33992.0,0.9233965956196707,Rickettsia rhipicephali (Strain: HJ#5),Proteobacteria,1
33995.0,0.9184860712950234,Komagataeibacter europaeus (Gluconacetobacter europaeus) (Strain: CECT 8546),Proteobacteria,1
34002.0,0.9115763446215297,Paracoccus alcaliphilus (Strain: DSM 8512),Proteobacteria,1
34004.0,0.9071013443399847,Paracoccus aminovorans (Strain: DSM 8537),Proteobacteria,1
34006.0,0.9065573217772696,Paracoccus thiocyanatus (Strain: ATCC 700171),Proteobacteria,1
34007.0,0.9055878875030033,Paracoccus versutus (Thiobacillus versutus) (Strain: MAL 1HM19),Proteobacteria,1
34009.0,0.91807464240009,Rhodovulum sp.,Proteobacteria,1
34012.0,0.9325747449119078,Azospirillum sp.,Proteobacteria,1
34015.0,0.9127921000079227,Blastomonas natatoria (Strain: DSM 3183),Proteobacteria,1
34017.0,0.9125004509778533,Rhodobium orientis (Strain: DSM 11290),Proteobacteria,1
34027.0,0.9126521610356898,Aromatoleum tolulyticum (Strain: ATCC 51758),Proteobacteria,1
34028.0,0.9187543347244399,Comamonas sp.,Proteobacteria,1
34042.0,0.932289912504426,Salmonella enterica subsp. enterica serovar Pensacola (Strain: PNUSAS006183),Proteobacteria,1
34059.0,0.9279474847918984,Moraxella atlantae (Strain: NCTC11091),Proteobacteria,1
34060.0,0.9291915424418641,Moraxella caviae (Strain: NCTC10293),Proteobacteria,1
34061.0,0.9297757110792203,Moraxella cuniculi (Strain: NCTC10297),Proteobacteria,1
34062.0,0.9324761316525242,Moraxella osloensis (Strain: KSH),Proteobacteria,1
